CVE,Name
CVE-2014-0277,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0278,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0279,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0280,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0281,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0283,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0284,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0285,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0286,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0287,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0288,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0289,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0290,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0293,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
CVE-2014-0271,MS14-011: Vulnerability in VBScript Scripting Engine Could Allow Remote Code Execution (2928390)
,Windows Display Driver Enumeration
,Enumerate Local Users
,Microsoft .NET Framework Unsupported
,Microsoft Internet Explorer Enhanced Security Configuration Detection
CVE-2014-0297,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0298,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0299,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0302,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0303,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0304,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0305,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0306,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0307,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0308,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0309,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0311,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0312,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0313,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0314,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0321,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0322,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0324,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-4112,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
CVE-2014-0300,MS14-015: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2930275)
CVE-2014-0323,MS14-015: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2930275)
CVE-2014-0315,MS14-019: Vulnerability in Windows File Handling Component Could Allow Remote Code Execution (2922229)
CVE-2014-1776,MS14-021: Security Update for Internet Explorer (2965111)
CVE-2014-1806,MS14-026: Vulnerability in .NET Framework Could Allow Elevation of Privilege (2958732)
CVE-2014-1807,MS14-027: Vulnerability in Windows Shell Handler Could Allow Elevation of Privilege (2962488)
CVE-2014-0310,MS14-029: Security Update for Internet Explorer (2962482)
CVE-2014-1815,MS14-029: Security Update for Internet Explorer (2962482)
,MS KB2871997: Update to Improve Credentials Protection and Management
CVE-2014-0296,MS14-030: Vulnerability in Remote Desktop Could Allow Tampering (2969259)
CVE-2014-1811,MS14-031: Vulnerability in TCP Protocol Could Allow Denial of Service (2962478)
CVE-2014-1816,MS14-033: Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure (2966061)
CVE-2014-0282,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1762,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1764,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1766,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1769,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1770,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1771,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1772,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1773,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1774,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1775,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1777,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1778,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1779,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1780,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1781,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1782,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1783,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1784,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1785,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1786,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1788,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1789,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1790,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1791,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1792,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1794,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1795,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1796,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1797,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1799,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1800,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1802,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1803,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1804,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1805,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2753,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2754,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2755,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2756,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2757,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2758,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2759,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2760,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2761,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2763,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2764,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2765,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2766,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2767,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2768,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2769,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2770,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2771,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2772,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2773,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2775,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2776,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2777,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-2782,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
CVE-2014-1763,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-1765,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2783,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2785,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2786,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2787,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2788,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2789,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2790,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2791,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2792,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2794,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2795,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2797,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2798,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2800,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2801,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2802,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2803,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2804,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2806,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2807,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2809,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2813,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
CVE-2014-2781,MS14-039: Vulnerability in On-Screen Keyboard Could Allow Elevation of Privilege (2975685)
CVE-2014-1767,MS14-040: Vulnerability in Ancillary Function Driver (AFD) Could Allow Elevation of Privilege (2975684)
CVE-2014-0318,MS14-045: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2984615)
CVE-2014-1819,MS14-045: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2984615)
CVE-2014-4064,MS14-045: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2984615)
CVE-2014-0316,MS14-047: Vulnerability in LRPC Could Allow Security Feature Bypass (2978668)
CVE-2014-1814,MS14-049: Vulnerability in Windows Installer Service Could Allow Elevation of Privilege (2962490)
CVE-2014-2774,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2784,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2796,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2808,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2810,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2811,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2817,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2818,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2819,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2820,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2821,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2822,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2823,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2824,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2825,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2826,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-2827,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4050,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4051,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4052,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4055,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4056,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4057,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4058,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4063,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4067,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-4145,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2014-6354,MS14-051: Cumulative Security Update for Internet Explorer (2976627)
CVE-2013-7331,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-2799,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4059,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4065,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4079,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4080,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4081,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4082,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4083,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4084,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4085,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4086,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4087,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4088,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4089,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4090,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4091,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4092,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4093,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4094,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4095,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4096,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4097,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4098,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4099,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4100,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4101,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4102,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4103,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4104,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4105,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4106,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4107,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4108,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4109,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4110,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4111,MS14-052: Cumulative Security Update for Internet Explorer (2977629)
CVE-2014-4072,MS14-053: Vulnerability in .NET Framework Could Allow Denial of Service (2990931)
CVE-2014-4074,MS14-054: Vulnerability in Windows Task Scheduler Could Allow Elevation of Privilege (2988948)
CVE-2014-4123,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4124,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4126,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4127,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4128,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4129,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4130,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4132,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4133,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4134,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4137,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4138,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4140,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4141,MS14-056: Cumulative Security Update for Internet Explorer (2987107)
CVE-2014-4113,MS14-058: Vulnerabilities in Kernel-Mode Driver Could Allow Remote Code Execution (3000061)
CVE-2014-4148,MS14-058: Vulnerabilities in Kernel-Mode Driver Could Allow Remote Code Execution (3000061)
CVE-2014-4114,MS14-060: Vulnerability in Windows OLE Could Allow Remote Code Execution (3000869)
,MS KB2977292: Update for Microsoft EAP Implementation that Enables the Use of TLS
CVE-2014-3566,MS KB3009008: Vulnerability in SSL 3.0 Could Allow Information Disclosure (POODLE)
CVE-2014-6332,MS14-064: Vulnerabilities in Windows OLE Could Allow Remote Code Execution (3011443)
CVE-2014-6352,MS14-064: Vulnerabilities in Windows OLE Could Allow Remote Code Execution (3011443)
CVE-2014-4143,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6323,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6337,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6339,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6340,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6341,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6342,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6343,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6344,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6345,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6346,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6347,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6348,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6349,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6350,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6351,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6353,MS14-065: Cumulative Security Update for Internet Explorer (3003057)
CVE-2014-6321,MS14-066: Vulnerability in Schannel Could Allow Remote Code Execution (2992611)
CVE-2014-4118,MS14-067: Vulnerability in XML Core Services Could Allow Remote Code Execution (2993958)
CVE-2014-6322,MS14-071: Vulnerability in Windows Audio Service Could Allow Elevation of Privilege (3005607)
CVE-2014-6318,MS14-074: Vulnerability in Remote Desktop Protocol Could Allow Security Feature Bypass (3003743)
CVE-2014-6317,MS14-079: Vulnerability in Kernel-Mode Driver Could Allow Denial of Service (3002885)
CVE-2014-6324,MS14-068: Vulnerability in Kerberos Could Allow Elevation of Privilege (3011780) (ESKIMOROLL)
CVE-2014-6327,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6328,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6329,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6330,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6363,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6365,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6366,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6368,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6369,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6373,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6374,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6375,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6376,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-8966,MS14-080: Cumulative Security Update for Internet Explorer (3008923)
CVE-2014-6355,MS14-085: Vulnerability in Microsoft Graphics Component Could Allow Information Disclosure (3013126)
CVE-2015-0002,MS15-001: Vulnerability in Windows Application Compatibility Cache Could Allow Elevation of Privilege (3023266)
CVE-2015-0004,MS15-003: Vulnerability in Windows User Profile Service Could Allow Elevation of Privilege (3021674)
CVE-2015-0016,MS15-004: Vulnerability in Windows Components Could Allow Elevation of Privilege (3025421)
CVE-2015-0006,MS15-005: Vulnerability in Network Location Awareness Service Could Allow Security Feature Bypass (3022777)
CVE-2015-0001,MS15-006: Vulnerability in Windows Error Reporting Could Allow Security Feature Bypass (3004365)
CVE-2015-0015,MS15-007: Vulnerability in Network Policy Server RADIUS Implementation Could Cause Denial of Service (3014029)
CVE-2014-8967,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0017,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0018,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0019,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0020,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0021,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0022,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0023,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0025,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0026,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0027,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0028,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0029,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0030,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0031,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0035,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0036,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0037,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0038,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0039,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0040,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0041,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0042,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0043,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0044,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0045,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0046,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0048,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0049,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0050,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0051,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0052,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0053,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0054,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0055,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0066,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0067,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0068,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0069,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0070,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0071,MS15-009: Security Update for Internet Explorer (3034682)
CVE-2015-0003,MS15-010: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (3036220)
CVE-2015-0010,MS15-010: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (3036220)
CVE-2015-0057,MS15-010: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (3036220)
CVE-2015-0058,MS15-010: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (3036220)
CVE-2015-0059,MS15-010: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (3036220)
CVE-2015-0060,MS15-010: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (3036220)
CVE-2015-0009,MS15-014: Vulnerability in Group Policy Could Allow Security Feature Bypass (3004361)
CVE-2015-0062,MS15-015: Vulnerability in Microsoft Windows Could Allow Elevation of Privilege (3031432)
CVE-2015-0061,MS15-016: Vulnerability in Microsoft Graphics Component Could Allow Information Disclosure (3029944)
CVE-2015-0032,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-0056,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-0072,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-0099,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-0100,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-1622,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-1623,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-1624,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-1625,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-1626,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-1627,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-1634,MS15-018: Cumulative Security Update for Internet Explorer (3032359)
CVE-2015-0081,MS15-020: Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution (3041836) (EASYHOOKUP)
CVE-2015-0096,MS15-020: Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution (3041836) (EASYHOOKUP)
CVE-2015-0074,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0087,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0088,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0089,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0090,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0091,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0092,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0093,MS15-021: Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution (3032323)
CVE-2015-0077,MS15-023: Vulnerabilities in Kernel-Mode Driver Could Allow Elevation of Privilege (3034344)
