CVE,Name
CVE-2016-6263,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : libidn vulnerabilities (USN-3068-1)
CVE-2016-6262,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : libidn vulnerabilities (USN-3068-1)
CVE-2016-6261,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : libidn vulnerabilities (USN-3068-1)
CVE-2016-6252,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : shadow vulnerabilities (USN-3276-1)
CVE-2016-6252,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : shadow regression (USN-3276-2)
CVE-2016-6250,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : libarchive vulnerabilities (USN-3225-1)
CVE-2016-6223,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-6214,Ubuntu 14.04 LTS / 16.04 LTS : libgd2 vulnerabilities (USN-3060-1)
CVE-2016-6213,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3160-1)
CVE-2016-6207,Ubuntu 14.04 LTS / 16.04 LTS : libgd2 vulnerabilities (USN-3060-1)
CVE-2016-6161,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libgd2 vulnerabilities (USN-3030-1)
CVE-2016-6136,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3098-1)
CVE-2016-6132,Ubuntu 14.04 LTS / 16.04 LTS : libgd2 vulnerabilities (USN-3060-1)
CVE-2016-6131,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-6128,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libgd2 vulnerabilities (USN-3030-1)
CVE-2016-5875,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5844,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libarchive vulnerabilities (USN-3033-1)
CVE-2016-5829,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3071-1)
CVE-2016-5828,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3071-1)
CVE-2016-5766,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libgd2 vulnerabilities (USN-3030-1)
CVE-2016-5728,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3071-1)
CVE-2016-5699,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : python2.7, python3.2, python3.4, python3.5 vulnerabilities (USN-3134-1) (httpoxy)"
CVE-2016-5696,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3071-1)
CVE-2016-5652,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5636,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : python2.7, python3.2, python3.4, python3.5 vulnerabilities (USN-3134-1) (httpoxy)"
CVE-2016-5421,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : curl vulnerabilities (USN-3048-1)
CVE-2016-5420,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : curl vulnerabilities (USN-3048-1)
CVE-2016-5419,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : curl vulnerabilities (USN-3048-1)
CVE-2016-5418,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : libarchive vulnerabilities (USN-3225-1)
CVE-2016-5417,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : eglibc, glibc vulnerabilities (USN-3239-1)"
CVE-2016-5417,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : eglibc, glibc regression (USN-3239-2)"
CVE-2016-5412,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3216-1)
CVE-2016-5384,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : fontconfig vulnerability (USN-3063-1)
CVE-2016-5323,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5322,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5321,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5320,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5317,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5316,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5315,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5314,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-5300,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : expat vulnerabilities (USN-3010-1)
CVE-2016-5297,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3124-1)
CVE-2016-5296,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3124-1)
CVE-2016-5292,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3124-1)
CVE-2016-5291,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3124-1)
CVE-2016-5290,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3124-1)
CVE-2016-5289,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3124-1)
CVE-2016-5288,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3111-1)
CVE-2016-5287,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : firefox vulnerabilities (USN-3111-1)
CVE-2016-5285,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : nss vulnerabilities (USN-3163-1)
CVE-2016-5284,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5283,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5282,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5281,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5280,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5279,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5278,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5277,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5276,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5275,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5274,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5273,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5272,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5271,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5270,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5268,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5266,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5265,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5264,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5263,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5262,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5261,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5260,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5259,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5258,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5257,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5256,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3076-1)
CVE-2016-5255,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5254,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5252,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5251,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5250,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-5244,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3071-1)
CVE-2016-5243,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3052-1)
CVE-2016-5226,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5225,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5224,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5222,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5221,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5219,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5215,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5213,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5212,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5209,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5208,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5207,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5205,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5204,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3153-1)
CVE-2016-5202,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3133-1)
CVE-2016-5200,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3133-1)
CVE-2016-5199,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3133-1)
CVE-2016-5198,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3133-1)
CVE-2016-5195,Ubuntu 14.04 LTS : linux vulnerability (USN-3105-1) (Dirty COW)
CVE-2016-5194,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5192,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5189,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5188,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5187,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5186,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5185,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5182,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5181,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : oxide-qt vulnerabilities (USN-3113-1)
CVE-2016-5178,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3091-1)
CVE-2016-5177,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3091-1)
CVE-2016-5175,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3091-1)
CVE-2016-5172,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3091-1)
CVE-2016-5171,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3091-1)
CVE-2016-5170,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3091-1)
CVE-2016-5167,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5165,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5164,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5161,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5156,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5155,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5153,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5150,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5148,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5147,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5146,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5145,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5144,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5143,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5142,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5141,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3058-1)
CVE-2016-5137,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5135,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5134,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5133,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5132,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5131,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5131,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : libxml2 vulnerabilities (USN-3235-1)
CVE-2016-5130,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5129,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5128,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5127,Ubuntu 14.04 LTS / 16.04 LTS : oxide-qt vulnerabilities (USN-3041-1)
CVE-2016-5116,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libgd2 vulnerabilities (USN-3030-1)
CVE-2016-5104,Ubuntu 14.04 LTS / 15.10 / 16.04 LTS : libimobiledevice vulnerability (USN-3026-1)
CVE-2016-4998,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4997,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4971,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : wget vulnerability (USN-3012-1)
CVE-2016-4913,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4809,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libarchive vulnerabilities (USN-3033-1)
CVE-2016-4804,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : dosfstools vulnerabilities (USN-2986-1)
CVE-2016-4738,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : libxslt vulnerabilities (USN-3271-1)
CVE-2016-4658,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : libxml2 vulnerabilities (USN-3235-1)
CVE-2016-4581,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2989-1)
CVE-2016-4580,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4578,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4569,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4565,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4493,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-4492,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-4491,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-4490,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-4489,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-4488,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-4487,Ubuntu 14.04 LTS / 16.04 LTS / 17.04 : gdb vulnerabilities (USN-3367-1)
CVE-2016-4486,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2989-1)
CVE-2016-4485,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2989-1)
CVE-2016-4483,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libxml2 vulnerabilities (USN-2994-1)
CVE-2016-4482,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3018-1)
CVE-2016-4470,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3052-1)
CVE-2016-4449,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libxml2 vulnerabilities (USN-2994-1)
CVE-2016-4448,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS / 16.10 : libxml2 vulnerabilities (USN-3235-1)
CVE-2016-4447,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libxml2 vulnerabilities (USN-2994-1)
CVE-2016-4429,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : eglibc, glibc vulnerabilities (USN-3239-1)"
CVE-2016-4429,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : eglibc, glibc regression (USN-3239-2)"
CVE-2016-4323,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 : pidgin vulnerabilities (USN-3031-1)
CVE-2016-4302,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libarchive vulnerabilities (USN-3033-1)
CVE-2016-4300,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libarchive vulnerabilities (USN-3033-1)
CVE-2016-4008,"Ubuntu 12.04 LTS / 14.04 LTS / 15.10 : libtasn1-3, libtasn1-6 vulnerability (USN-2957-1)"
CVE-2016-3991,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3990,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3961,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3127-1)
CVE-2016-3955,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2989-1)
CVE-2016-3951,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2989-1)
CVE-2016-3945,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3841,Ubuntu 14.04 LTS : linux vulnerabilities (USN-3083-1)
CVE-2016-3706,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : eglibc, glibc vulnerabilities (USN-3239-1)"
CVE-2016-3706,"Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : eglibc, glibc regression (USN-3239-2)"
CVE-2016-3705,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libxml2 vulnerabilities (USN-2994-1)
CVE-2016-3689,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2968-1)
CVE-2016-3679,Ubuntu 14.04 LTS / 15.10 / 16.04 LTS : oxide-qt vulnerabilities (USN-2955-1)
CVE-2016-3672,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2989-1)
CVE-2016-3658,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3632,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3627,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libxml2 vulnerabilities (USN-2994-1)
CVE-2016-3624,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3623,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3622,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 : tiff vulnerabilities (USN-3212-1)
CVE-2016-3191,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 : pcre3 vulnerabilities (USN-2943-1)
CVE-2016-3157,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2968-1)
CVE-2016-3156,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2968-1)
CVE-2016-3140,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2968-1)
CVE-2016-3138,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2968-1)
CVE-2016-3137,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2968-1)
CVE-2016-3136,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2968-1)
CVE-2016-3134,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2929-1)
CVE-2016-3075,"Ubuntu 12.04 LTS / 14.04 LTS / 15.10 : eglibc, glibc vulnerabilities (USN-2985-1)"
CVE-2016-3075,"Ubuntu 12.04 LTS / 14.04 LTS / 15.10 : eglibc, glibc regression (USN-2985-2)"
CVE-2016-3074,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : libgd2 vulnerabilities (USN-2987-1)
CVE-2016-3070,Ubuntu 14.04 LTS : linux vulnerability (USN-3034-1)
CVE-2016-2856,"Ubuntu 12.04 LTS / 14.04 LTS / 15.10 : eglibc, glibc vulnerabilities (USN-2985-1)"
CVE-2016-2856,"Ubuntu 12.04 LTS / 14.04 LTS / 15.10 : eglibc, glibc regression (USN-2985-2)"
CVE-2016-2847,Ubuntu 14.04 LTS : linux vulnerabilities (USN-2946-1)
CVE-2016-2845,Ubuntu 14.04 LTS / 15.10 : oxide-qt vulnerabilities (USN-2920-1)
CVE-2016-2844,Ubuntu 14.04 LTS / 15.10 : oxide-qt vulnerabilities (USN-2920-1)
CVE-2016-2843,Ubuntu 14.04 LTS / 15.10 : oxide-qt vulnerabilities (USN-2920-1)
CVE-2016-2839,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-2838,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-2837,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-2836,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-2835,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-2834,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : firefox vulnerabilities (USN-2993-1)
CVE-2016-2834,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : nss vulnerability (USN-3029-1)
CVE-2016-2833,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : firefox vulnerabilities (USN-2993-1)
CVE-2016-2832,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : firefox vulnerabilities (USN-2993-1)
CVE-2016-2831,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : firefox vulnerabilities (USN-2993-1)
CVE-2016-2830,Ubuntu 12.04 LTS / 14.04 LTS / 16.04 LTS : firefox vulnerabilities (USN-3044-1)
CVE-2016-2829,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : firefox vulnerabilities (USN-2993-1)
CVE-2016-2828,Ubuntu 12.04 LTS / 14.04 LTS / 15.10 / 16.04 LTS : firefox vulnerabilities (USN-2993-1)
